3.81,54
3.88,58
3.01,18
2.47,28
3.63,60
2.36,41
2.41,23
3.21,56
2.35,59
3.54,59
3.34,26
2.86,39
3.79,42
3.19,28
3.69,41
3.78,28
3.22,58
3.50,54
2.73,26
3.29,57
2.83,22
3.63,39
2.69,49
3.11,59
2.85,25
3.05,60
2.83,17
2.52,11
3.10,39
3.52,26
3.41,60
3.17,26
3.72,10
2.79,26
3.47,25
3.31,20
3.01,29
3.31,10
3.34,26
3.34,42
3.70,49
3.67,57
2.62,26
2.57,43
2.54,25
3.58,50
3.21,26
2.94,47
2.81,25
3.21,33
3.00,26
3.40,49
3.48,47
3.65,11
3.21,22
3.76,58
2.47,35
3.22,34
3.31,42
3.34,33
3.80,60
3.83,15
2.57,25
3.06,50
3.11,37
3.69,14
2.38,32
2.40,43
3.69,58
2.48,36
3.40,26
2.86,48
3.39,47
3.98,45
3.72,57
3.20,17
2.55,22
3.14,56
3.16,35
3.08,29
3.12,14
3.05,16
2.55,54
2.92,43
2.81,17
3.33,49
3.74,35
2.91,740
2.54,33
3.64,18
3.27,20
3.78,57
2.72,51
3.11,18
2.94,29
2.39,16
3.19,11
3.10,35
3.02,45
2.63,42
3.54,42
3.58,41
2.55,26
2.83,33
2.97,58
3.10,43
2.84,48
3.64,51
3.28,26
2.88,17
3.78,33
2.73,34
2.98,33
2.47,48
3.79,48
2.44,60
2.45,10
3.82,36
2.78,34
3.12,48
4.00,33
2.60,49
3.84,49
2.98,58
3.19,17
3.43,37
3.74,42
3.12,49
2.74,26
3.01,11
2.87,20
4.00,50
3.22,18
3.40,48
2.81,43
3.90,33
2.52,39
2.72,40
2.97,60
2.73,21
3.01,45
3.25,42
2.76,39
3.33,57
3.10,59
2.60,36
3.02,28
2.93,18
2.68,58
2.49,22
3.33,10
3.18,57
3.76,42
3.87,48
3.49,10
2.63,32
2.50,56
2.91,42
2.52,16
3.64,58
3.41,38
2.82,28
3.89,40
2.36,54
2.67,10
3.35,42
3.04,32
2.43,43
3.00,44
2.54,26
2.43,60
3.76,47
2.92,24
3.08,20
3.83,25
3.54,59
2.99,51
2.52,23
3.05,23
2.96,59
4.00,26
2.55,23
3.59,37
3.91,41
3.05,11
3.21,33
2.46,42
3.53,42
2.73,60
3.72,47
3.03,14
3.49,49
2.84,26
2.87,38
3.71,34
3.87,47
3.06,21
3.51,49
3.65,36
2.77,42
2.42,25
2.50,28
2.98,25
3.68,14
3.35,18
2.95,59
3.85,18
3.45,44
3.12,39
2.62,51
3.57,22
3.00,58
2.58,49
2.51,16
2.38,20
2.40,59
3.05,60
2.53,47
3.07,47
2.58,34
3.32,25
3.74,58
3.73,26
3.16,49
3.99,11
2.70,58
3.60,26
3.58,52
3.77,57
3.16,17
2.96,29
2.52,25
3.77,60
2.84,48
3.50,60
2.60,10
2.96,16
3.99,22
3.99,20
3.27,36
3.97,40
2.51,19
3.79,20
2.72,33
3.42,56
2.66,10
3.83,25
3.95,52
2.59,59
3.33,36
3.92,28
3.86,27
3.81,28
3.56,42
3.49,42
2.91,60
3.82,58
2.61,27
3.01,17
3.86,43
2.65,59
2.65,20
2.94,21
3.16,42
3.34,59
2.68,48
2.58,26
3.02,60
3.67,740
3.75,36
2.64,32
3.52,58
2.60,48
3.93,26
2.55,60
3.06,60
3.06,44
2.64,18
3.61,56
2.39,47
3.61,26
2.69,49
3.88,48
3.48,41
3.25,14
3.57,16
3.74,50
2.43,23
3.24,51
2.87,50
3.61,20
2.42,42
2.97,35
2.97,25
3.81,29
2.91,45
3.61,32
3.11,10
2.38,50
3.57,36
2.97,14
3.96,33
3.78,33
3.66,16
3.61,58
2.57,50
3.82,39
3.13,60
2.99,25
2.74,10
2.78,17
3.12,23
3.24,26
2.79,39
3.15,57
3.54,24
2.89,42
3.22,33
3.47,26
3.42,22
2.96,48
3.43,40
2.46,28
3.46,10
2.98,17
3.87,32
2.46,14
3.93,59
3.24,44
2.68,14
2.55,24
3.49,45
2.84,56
3.45,23
3.03,15
3.92,22
3.62,17
2.46,33
3.54,27
2.81,32
2.89,15
2.74,17
3.34,28
3.03,47
2.38,18
3.01,25
3.56,32
3.69,15
3.06,57
2.72,26
2.63,58
3.13,41
2.77,60
3.56,43
3.80,22
2.42,54
2.62,36
3.67,26
2.34,40
2.65,48
2.43,14
3.42,20
2.45,34
2.67,10
3.40,23
3.69,10
2.35,58
2.71,48
3.05,39
2.94,58
3.06,22
3.29,41
3.91,23
2.98,11
2.79,18
4.00,25
3.06,28
3.77,20
3.17,51
3.20,43
2.52,740
3.81,49
3.82,45
3.95,54
3.66,24
3.36,29
2.52,18
2.48,38
3.05,34
3.56,16
3.69,23
3.50,49
2.75,19
2.55,54
2.47,17
3.35,41
2.53,56
2.87,28
2.73,58
4.00,26
2.73,20
2.69,28
2.39,14
2.85,36
3.34,37
3.45,52
3.35,22
3.96,10
2.66,60
2.95,47
3.33,28
2.83,11
3.78,42
3.92,11
3.99,41
2.71,41
3.19,45
3.74,39
3.25,28
2.98,58
3.45,35
2.35,32
3.58,50
3.71,25
2.70,45
3.55,59
3.34,58
2.38,40
3.01,42
3.31,24
2.75,17
3.73,42
2.47,41
2.81,15
3.83,39
2.87,26
2.39,18
3.78,52
3.62,42
3.23,22
3.09,15
3.56,33
2.42,32
3.12,59
2.69,18
2.59,41
2.87,52
3.41,25
3.30,36
2.58,48
3.20,26
3.55,39
3.88,57
3.28,52
3.00,18
3.34,10
3.51,45
2.88,50
3.58,18
2.92,23
3.21,42
3.12,18
3.07,25
3.19,32
3.53,39
3.50,25
3.26,56
2.45,17
3.92,59
2.52,60
3.01,35
2.60,42
3.37,48
2.34,44
3.32,59
3.72,50
3.81,38
3.62,59
2.86,32
3.39,42
3.39,14
3.82,15
2.41,10
4.00,740
3.16,11
3.20,52
3.97,42
2.37,14
3.59,18
2.90,16
3.46,18
3.28,26
3.66,37
3.91,28
2.66,42
3.81,36
2.54,50
2.75,40
3.57,29
3.07,42
2.96,17
2.71,19
3.53,19
3.04,18
3.82,16
2.74,18
2.82,23
3.73,16
3.81,25
3.17,26
3.39,26
2.92,42
2.37,11
3.56,36
2.94,52
3.50,42
2.57,39
2.94,10
2.50,25
2.56,56
2.65,25
2.49,47
3.69,42
2.94,47
2.77,48
3.43,27
2.41,40
3.65,18
2.80,40
2.63,21
2.98,41
3.87,33
3.25,39
2.50,25
2.81,44
2.58,60
2.85,32
2.73,43
3.39,50
2.84,26
3.32,39
2.42,27
3.13,54
3.13,18
3.55,33
3.65,14
3.25,54
3.09,59
3.53,57
3.98,18
3.74,20
2.91,41
3.19,23
2.84,57
3.43,10
3.11,18
2.67,25
3.79,21
3.20,58
3.61,48
2.57,58
3.05,20
3.77,49
2.79,17
3.92,44
3.57,10
2.57,57
2.57,45
3.84,25
3.51,58
2.62,60
2.54,10
2.89,22
3.12,27
3.81,26
3.52,23
3.33,19
3.51,11
2.61,15
3.45,25
3.81,42
3.48,58
2.89,16
3.43,27
2.55,57
3.81,49
3.34,23
3.31,22
3.48,40
3.06,32
3.54,10
3.20,56
3.18,26
3.00,20
3.94,26
2.91,18
3.71,11
3.19,26
2.58,10
3.91,16
2.98,57
3.08,16
3.22,27
3.48,18
3.76,29
2.34,38
3.87,18
2.94,44
3.99,28
2.51,59
3.25,34
2.36,60
3.10,26
3.86,14
3.11,44
3.89,26
3.71,44
3.35,58
3.54,35
2.65,60
3.36,23
3.34,28
3.56,10
3.79,33
3.26,58
2.47,14
2.59,20
2.71,24
2.90,39
2.68,36
3.21,48
3.45,22
2.81,20
3.71,60
2.50,38
2.89,60
2.73,35
2.48,42
3.70,18
3.93,14
3.38,42
3.89,40
3.21,41
3.74,10
3.81,48
2.39,16
2.43,59
2.55,49
3.29,11
2.68,14
2.38,21
2.87,25
2.49,48
2.49,45
3.07,33
3.89,60
3.61,44
2.69,36
2.47,24
3.99,20
3.97,43
3.57,26
3.05,49
3.50,36
2.84,18
2.77,33
3.95,16
2.92,32
3.90,59
2.56,26
3.76,32
3.27,47
2.50,60
3.31,27
3.09,16
2.74,44
3.71,36
3.05,18
2.50,18
3.63,28
3.61,40
2.51,20
3.22,43
2.79,18
2.64,38
3.77,59
3.46,26
3.19,15
3.49,27
2.80,16
2.38,49
3.08,44
2.39,52
2.99,34
2.88,58
3.91,27
3.24,26
3.86,60
2.87,50
3.40,48
2.58,22
2.47,21
3.38,36
2.45,28
3.19,60
3.68,44
3.53,33
2.50,47
3.59,42
2.33,58
2.56,40
3.44,43
2.42,18
3.94,26
3.32,45
2.93,56
3.58,28
3.90,18
2.49,24
3.62,42
3.50,22
2.74,25
3.05,10
2.82,45
2.88,57
2.46,42
2.43,740
2.61,26
3.25,42
2.44,20
3.84,17
3.27,33
3.60,39
2.56,28
3.79,40
3.45,51
3.90,11
2.59,26
2.85,25
2.50,26
3.51,42
2.56,26
2.66,36
3.51,60
3.65,39
2.37,22
3.40,27
3.67,59
3.06,34
2.50,35
3.95,51
3.37,40
3.80,39
3.24,58
3.80,54
3.72,56
2.72,60
3.09,44
3.63,16
3.27,56
3.53,56
3.49,32
3.29,59
2.91,58
2.83,60
3.38,50
3.32,36
3.48,42
2.74,35
2.59,45
2.76,37
2.54,26
3.71,28
2.99,50
3.90,36
3.06,44
3.84,19
3.14,14
3.86,39
3.39,26
2.90,24
3.25,39
2.35,26
2.86,28
2.80,24
3.06,23
2.96,47
2.43,49
2.40,33
2.86,33
2.78,39
3.34,45
3.96,26
3.14,19
3.41,15
2.42,48
2.93,18
3.44,39
3.45,41
3.68,57
3.34,10
2.36,42
3.51,54
3.48,37
3.27,32
3.38,32
3.50,17
2.92,26
2.88,58
3.68,23
2.69,28
2.40,59
2.71,49
2.46,59
2.74,33
3.64,36
3.40,11
2.77,42
3.81,44
2.37,56
2.72,32
2.56,60
3.95,37
2.62,56
3.98,14
3.73,45
2.88,47
3.16,52
3.03,57
2.77,50
3.35,23
2.84,25
3.03,33
3.63,54
2.51,40
3.99,44
3.70,18
2.77,33
3.05,19
2.83,18
3.92,36
3.43,28
2.37,58
3.09,35
3.37,19
2.81,27
3.52,33
2.85,28
2.77,54
3.73,23
2.35,49
2.38,44
3.26,43
3.10,52
3.99,14
3.62,18
3.95,56
2.63,54
2.41,39
2.65,18
2.51,47
3.09,26
3.52,42
3.49,11
3.80,25
3.38,58
2.35,58
3.56,32
2.58,56
3.82,58
2.52,22
3.92,49
3.73,17
3.41,18
2.87,24
3.27,15
2.38,17
3.08,22
3.23,41
3.53,18
3.52,10
2.52,29
3.26,41
3.61,24
3.59,23
2.60,44
3.39,57
3.84,27
3.82,54
3.93,39
3.51,50
2.70,11
3.27,56
2.42,50
3.19,60
3.86,26
2.38,59
3.51,59
3.71,58
2.65,48
3.47,10
3.05,44
3.63,59
2.65,14
3.28,47
3.34,49
2.81,44
3.18,15
2.76,25
3.78,29
3.46,60
3.21,26
2.65,14
3.96,32
3.76,26
3.64,11
3.54,41
3.18,20
3.58,11
3.92,25
2.69,48
3.95,740
3.16,740
3.74,33
2.81,51
3.04,42
2.37,27
3.39,18
3.65,11
2.36,42
2.56,42
2.47,48
3.57,33
3.27,26
2.66,18
3.88,29
2.75,10
3.80,25
3.00,10
3.66,26
3.29,43
3.83,26
3.99,17
2.54,10
3.06,10
3.77,36
3.68,47
2.91,49
2.42,10
3.25,59
3.70,26
3.57,32
2.96,59
2.85,39
3.22,57
3.56,18
3.13,11
2.38,47
3.41,26
3.92,41
3.58,18
2.47,60
3.72,26
2.46,17
3.71,50
3.13,26
3.39,16
3.21,26
3.40,20
3.13,44
2.48,35
3.59,38
2.34,35
2.50,56
3.60,28
2.81,22
3.79,10
3.44,58
3.60,10
3.83,60
3.44,60
2.56,20
3.73,34
3.36,10
3.58,60
2.48,25
3.88,60
2.46,50
2.62,42
3.84,59
2.97,56
2.97,10
2.37,27
3.25,26
3.11,51
2.64,18
3.26,11
3.59,14
2.85,19
2.54,25
2.39,54
2.59,10
3.33,11
3.26,36
3.81,32
3.80,58
3.52,17
2.69,50
2.49,33
3.54,15
2.51,51
2.35,22
3.69,14
3.16,44
3.94,18
2.93,26
2.48,16
2.90,26
2.76,26
2.82,26
3.84,42
3.78,20
3.65,22
3.16,56
3.84,59
2.94,25
2.69,22
2.37,40
2.70,21
3.03,33
2.92,58
2.56,29
2.46,11
3.99,26
3.90,38
2.89,22
3.40,39
2.96,60
2.71,16
2.49,47
3.41,34
2.57,43
2.64,58
2.40,56
2.66,60
3.13,60
3.99,49
3.95,26
3.44,14
3.80,59
2.45,47
3.71,60
2.91,39
2.76,22
3.33,49
2.59,33
2.57,34
4.00,26
3.59,50
3.51,44
3.93,45
3.64,47
3.62,18
3.30,11
3.58,17
2.79,25
2.34,22
3.21,22
3.25,43
2.34,27
3.10,50
3.62,32
2.45,11
3.23,44
3.66,24
2.78,15
2.72,33
3.52,39
2.84,14
2.50,18
3.45,57
3.42,23
3.16,44
3.44,24
3.51,39
3.50,29
2.65,51
3.50,28
3.26,15
3.71,17
3.16,26
